"pathway_id","pathway_description","NES","p.adjust","direction","n_core_genes","n_ko_hits","ko_genes_hit","ko_ranks_hit","ko_scores_hit","ko_modules_hit"
"GO:0002478","antigen processing and presentation of exogenous peptide antigen",2.39051062991412,3.0690828580013e-07,"activated",30,1,"IKBKB","39","1.464","signalling"
"GO:0019884","antigen processing and presentation of exogenous antigen",2.3876832262972,6.60058023152117e-07,"activated",36,1,"IKBKB","39","1.464","signalling"
"GO:0048002","antigen processing and presentation of peptide antigen",2.38415896072741,3.88262398176805e-08,"activated",41,1,"IKBKB","39","1.464","signalling"
"GO:0019882","antigen processing and presentation",2.32862249427727,1.16320754716981e-08,"activated",61,1,"IKBKB","39","1.464","signalling"
"GO:0002223","stimulatory C-type lectin receptor signaling pathway",2.29222889032389,7.5204103403543e-06,"activated",16,2,"IKBKB; KLRD1","39; 45","1.464; 1.32","signalling; immune"
"GO:1990840","response to lectin",2.29222889032389,7.5204103403543e-06,"activated",16,2,"IKBKB; KLRD1","39; 45","1.464; 1.32","signalling; immune"
"GO:1990858","cellular response to lectin",2.29222889032389,7.5204103403543e-06,"activated",16,2,"IKBKB; KLRD1","39; 45","1.464; 1.32","signalling; immune"
"GO:0031341","regulation of cell killing",2.2922204549509,4.36305738944635e-08,"activated",55,2,"PRF1; KLRD1","2; 45","3.151; 1.32","immune; immune"
"GO:0002456","T cell mediated immunity",2.24570299542953,2.3226549367132e-08,"activated",67,3,"PRF1; KLRD1; CD46","2; 45; 63","3.151; 1.32; 1.069","immune; immune; uncharacterised"
"GO:0031343","positive regulation of cell killing",2.22718976448332,1.63695110479705e-06,"activated",39,2,"PRF1; KLRD1","2; 45","3.151; 1.32","immune; immune"
"GO:0038093","Fc receptor signaling pathway",2.211113882915,1.28469901757732e-05,"activated",35,1,"IKBKB","39","1.464","signalling"
"GO:0002715","regulation of natural killer cell mediated immunity",2.2009831465261,2.68905114201984e-05,"activated",25,1,"KLRD1","45","1.32","immune"
"GO:0002704","negative regulation of leukocyte mediated immunity",2.19951232275831,3.35751404028603e-06,"activated",41,2,"KLRD1; CD46","45; 63","1.32; 1.069","immune; uncharacterised"
"GO:0001910","regulation of leukocyte mediated cytotoxicity",2.18744153152866,1.79056286063822e-06,"activated",46,1,"KLRD1","45","1.32","immune"
"GO:0002429","immune response-activating cell surface receptor signaling pathway",2.18226501171138,1.16320754716981e-08,"activated",137,3,"IKBKB; KLRD1; PDE4B","39; 45; 148","1.464; 1.32; 0.191","signalling; immune; uncharacterised"
"GO:0002707","negative regulation of lymphocyte mediated immunity",2.17966335050952,3.20036996118275e-05,"activated",35,2,"KLRD1; CD46","45; 63","1.32; 1.069","immune; uncharacterised"
"GO:0042088","T-helper 1 type immune response",2.15890960765766,5.90299409404232e-05,"activated",24,1,"HLX","47","1.312","uncharacterised"
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity",2.15323086932315,1.29794158321488e-05,"activated",34,1,"KLRD1","45","1.32","immune"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway",2.15175054528646,1.16320754716981e-08,"activated",157,3,"IKBKB; KLRD1; PDE4B","39; 45; 148","1.464; 1.32; 0.191","signalling; immune; uncharacterised"
"GO:0002706","regulation of lymphocyte mediated immunity",2.1458233782827,2.2647699165098e-08,"activated",90,3,"IL10; KLRD1; CD46","36; 45; 63","1.539; 1.32; 1.069","immune; immune; uncharacterised"
"GO:0002220","innate immune response activating cell surface receptor signaling pathway",2.13564029784271,5.79422335229987e-06,"activated",44,2,"IKBKB; KLRD1","39; 45","1.464; 1.32","signalling; immune"
"GO:0002250","adaptive immune response",2.12927122407299,1.16320754716981e-08,"activated",192,10,"PRF1; TREM1; GPR183; IL10; KLRD1; HLX; CD86; CD46; STAT5A; SOCS3","2; 11; 35; 36; 45; 47; 57; 63; 96; 103","3.151; 2.127; 1.552; 1.539; 1.32; 1.312; 1.164; 1.069; 0.63; 0.563","immune; immune; uncharacterised; immune; immune; uncharacterised; immune; uncharacterised; signalling; signalling"
"GO:0002716","negative regulation of natural killer cell mediated immunity",2.12681036620946,0.000295492239339669,"activated",12,1,"KLRD1","45","1.32","immune"
"GO:0002703","regulation of leukocyte mediated immunity",2.12671888617616,1.16320754716981e-08,"activated",113,3,"IL10; KLRD1; CD46","36; 45; 63","1.539; 1.32; 1.069","immune; immune; uncharacterised"
"GO:0002819","regulation of adaptive immune response",2.12411048796925,1.16320754716981e-08,"activated",102,5,"IL10; KLRD1; HLX; CD46; STAT5A","36; 45; 47; 63; 96","1.539; 1.32; 1.312; 1.069; 0.63","immune; immune; uncharacterised; uncharacterised; signalling"
"GO:0070498","interleukin-1-mediated signaling pathway",2.11797165225389,0.000196315701261368,"activated",21,2,"RPS6KA5; IKBKB","23; 39","1.774; 1.464","signalling; signalling"
"GO:0002709","regulation of T cell mediated immunity",2.11536548188842,9.11991663430388e-06,"activated",53,1,"KLRD1","45","1.32","immune"
"GO:0042269","regulation of natural killer cell mediated cytotoxicity",2.10826696469101,0.000338184231295601,"activated",22,1,"KLRD1","45","1.32","immune"
"GO:0002717","positive regulation of natural killer cell mediated immunity",2.10612063894159,0.00024030395274444,"activated",19,1,"KLRD1","45","1.32","immune"
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",2.10526266744589,9.38368063487455e-08,"activated",94,5,"IL10; KLRD1; HLX; CD46; STAT5A","36; 45; 47; 63; 96","1.539; 1.32; 1.312; 1.069; 0.63","immune; immune; uncharacterised; uncharacterised; signalling"
"GO:0045953","negative regulation of natural killer cell mediated cytotoxicity",2.08484395846423,0.00145889787283411,"activated",11,1,"KLRD1","45","1.32","immune"
"GO:0002757","immune response-activating signaling pathway",2.0843129354942,1.16320754716981e-08,"activated",200,4,"IKBKB; KLRD1; PRKDC; PDE4B","39; 45; 46; 148","1.464; 1.32; 1.313; 0.191","signalling; immune; uncharacterised; uncharacterised"
"GO:0002708","positive regulation of lymphocyte mediated immunity",2.08097442895047,2.16689491181689e-06,"activated",61,1,"KLRD1","45","1.32","immune"
"GO:0002705","positive regulation of leukocyte mediated immunity",2.0747487515194,1.48341074156426e-06,"activated",69,1,"KLRD1","45","1.32","immune"
"GO:0006968","cellular defense response",2.07023976035746,0.000246725503549152,"activated",23,1,"PRF1","2","3.151","immune"
"GO:0001782","B cell homeostasis",2.06841832320965,0.000952451450776088,"activated",19,1,"HIF1A","1","3.18","signalling"
"GO:0002825","regulation of T-helper 1 type immune response",2.0649805665467,0.000497721415674026,"activated",16,1,"HLX","47","1.312","uncharacterised"
"GO:0045088","regulation of innate immune response",2.06238823143944,1.16320754716981e-08,"activated",190,3,"IKBKB; KLRD1; PRKDC","39; 45; 46","1.464; 1.32; 1.313","signalling; immune; uncharacterised"
"GO:0001911","negative regulation of leukocyte mediated cytotoxicity",2.05387379695406,0.00201686172570847,"activated",15,1,"KLRD1","45","1.32","immune"
"GO:0001914","regulation of T cell mediated cytotoxicity",2.05338167231341,0.00090892216320287,"activated",25,1,"KLRD1","45","1.32","immune"
"GO:0050851","antigen receptor-mediated signaling pathway",2.05185404425432,1.92320937036346e-07,"activated",96,2,"IKBKB; PDE4B","39; 148","1.464; 0.191","signalling; uncharacterised"
"GO:0060397","growth hormone receptor signaling pathway via JAK-STAT",2.04280139865677,0.000611096623053487,"activated",8,1,"STAT5A","96","0.63","signalling"
"GO:0002286","T cell activation involved in immune response",2.03868577956819,6.40363077833489e-06,"activated",59,6,"GPR183; HLX; CD86; CD46; STAT5A; SOCS3","35; 47; 57; 63; 96; 103","1.552; 1.312; 1.164; 1.069; 0.63; 0.563","uncharacterised; uncharacterised; immune; uncharacterised; signalling; signalling"
"GO:0001913","T cell mediated cytotoxicity",2.03813834232949,0.000310806208082714,"activated",27,2,"PRF1; KLRD1","2; 45","3.151; 1.32","immune; immune"
"GO:0002820","negative regulation of adaptive immune response",2.03794404230395,0.000108248880598258,"activated",37,3,"KLRD1; CD46; STAT5A","45; 63; 96","1.32; 1.069; 0.63","immune; uncharacterised; signalling"
"GO:0045089","positive regulation of innate immune response",2.03531642230625,1.16320754716981e-08,"activated",161,3,"IKBKB; KLRD1; PRKDC","39; 45; 46","1.464; 1.32; 1.313","signalling; immune; uncharacterised"
"GO:0002710","negative regulation of T cell mediated immunity",2.0239353738594,0.00159202889924362,"activated",21,1,"KLRD1","45","1.32","immune"
"GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",2.02288708655802,0.000137506915882476,"activated",34,3,"KLRD1; CD46; STAT5A","45; 63; 96","1.32; 1.069; 0.63","immune; uncharacterised; signalling"
"GO:0031342","negative regulation of cell killing",2.02229396184766,0.00121963775370319,"activated",16,1,"KLRD1","45","1.32","immune"
"GO:0050852","T cell receptor signaling pathway",2.02190811501874,9.63225943920449e-06,"activated",67,2,"IKBKB; PDE4B","39; 148","1.464; 0.191","signalling; uncharacterised"
"GO:0002833","positive regulation of response to biotic stimulus",2.0062965386514,1.16320754716981e-08,"activated",168,3,"IKBKB; KLRD1; PRKDC","39; 45; 46","1.464; 1.32; 1.313","signalling; immune; uncharacterised"
"GO:0034341","response to type II interferon",2.00435367301458,2.8916554874048e-05,"activated",55,2,"RAF1; FASLG","21; 144","1.863; 0.213","signalling; immune"
"GO:0032729","positive regulation of type II interferon production",1.99663733190763,0.000189642700658337,"activated",33,1,"PDE4B","148","0.191","uncharacterised"
"GO:0002292","T cell differentiation involved in immune response",1.99659385692248,0.000110253238133983,"activated",43,6,"GPR183; HLX; CD86; CD46; STAT5A; SOCS3","35; 47; 57; 63; 96; 103","1.552; 1.312; 1.164; 1.069; 0.63; 0.563","uncharacterised; uncharacterised; immune; uncharacterised; signalling; signalling"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",1.99624368093109,1.2985390548617e-08,"activated",129,7,"PRF1; IL10; KLRD1; HLX; CD46; STAT5A; SOCS3","2; 36; 45; 47; 63; 96; 103","3.151; 1.539; 1.32; 1.312; 1.069; 0.63; 0.563","immune; immune; immune; uncharacterised; uncharacterised; signalling; signalling"
"GO:0002366","leukocyte activation involved in immune response",1.9923511780415,1.55007089041452e-08,"activated",126,9,"GPR183; IL10; HLX; CD86; CD46; STAT5A; SOCS3; SNAP23; PTGDR","35; 36; 47; 57; 63; 96; 103; 112; 145","1.552; 1.539; 1.312; 1.164; 1.069; 0.63; 0.563; 0.51; 0.212","uncharacterised; immune; uncharacterised; immune; uncharacterised; signalling; signalling; uncharacterised; uncharacterised"
"GO:0140888","interferon-mediated signaling pathway",1.98769420645717,9.36717070096471e-05,"activated",48,1,"RAF1","21","1.863","signalling"
"GO:0002263","cell activation involved in immune response",1.98583462238944,3.30440539159838e-08,"activated",127,9,"GPR183; IL10; HLX; CD86; CD46; STAT5A; SOCS3; SNAP23; PTGDR","35; 36; 47; 57; 63; 96; 103; 112; 145","1.552; 1.539; 1.312; 1.164; 1.069; 0.63; 0.563; 0.51; 0.212","uncharacterised; immune; uncharacterised; immune; uncharacterised; signalling; signalling; uncharacterised; uncharacterised"
"GO:0030217","T cell differentiation",1.97581101571942,1.16320754716981e-08,"activated",139,7,"GPR183; PRKDC; HLX; CD86; CD46; STAT5A; SOCS3","35; 46; 47; 57; 63; 96; 103","1.552; 1.313; 1.312; 1.164; 1.069; 0.63; 0.563","uncharacterised; uncharacterised; uncharacterised; immune; uncharacterised; signalling; signalling"
"GO:0002758","innate immune response-activating signaling pathway",1.97528320868694,9.2251215949168e-08,"activated",116,3,"IKBKB; KLRD1; PRKDC","39; 45; 46","1.464; 1.32; 1.313","signalling; immune; uncharacterised"
"GO:0046631","alpha-beta T cell activation",1.97343560894982,2.51731979238067e-06,"activated",90,5,"GPR183; HLX; CD86; STAT5A; SOCS3","35; 47; 57; 96; 103","1.552; 1.312; 1.164; 0.63; 0.563","uncharacterised; uncharacterised; immune; signalling; signalling"
"GO:0140894","endolysosomal toll-like receptor signaling pathway",1.97152186578981,0.002103530327753,"activated",29,1,"IKBKB","39","1.464","signalling"
"GO:0030316","osteoclast differentiation",1.96827543172007,0.000170953197033837,"activated",40,1,"GPR183","35","1.552","uncharacterised"
"GO:0002218","activation of innate immune response",1.9660812139879,2.76109700718812e-08,"activated",131,3,"IKBKB; KLRD1; PRKDC","39; 45; 46","1.464; 1.32; 1.313","signalling; immune; uncharacterised"
"GO:0045954","positive regulation of natural killer cell mediated cytotoxicity",1.96358369933289,0.00592418685797645,"activated",16,1,"KLRD1","45","1.32","immune"
"GO:0061097","regulation of protein tyrosine kinase activity",1.96314100743094,0.00257262867838571,"activated",21,1,"CASS4","44","1.338","uncharacterised"
"GO:0046632","alpha-beta T cell differentiation",1.95614922491548,4.21532176496164e-05,"activated",64,5,"GPR183; HLX; CD86; STAT5A; SOCS3","35; 47; 57; 96; 103","1.552; 1.312; 1.164; 0.63; 0.563","uncharacterised; uncharacterised; immune; signalling; signalling"
"GO:0060333","type II interferon-mediated signaling pathway",1.95091272040371,0.00290167925724757,"activated",16,1,"RAF1","21","1.863","signalling"
"GO:0031349","positive regulation of defense response",1.94495339307945,1.16320754716981e-08,"activated",194,4,"IKBKB; KLRD1; PRKDC; PLA2G7","39; 45; 46; 81","1.464; 1.32; 1.313; 0.872","signalling; immune; uncharacterised; immune"
"GO:0002449","lymphocyte mediated immunity",1.94175403346919,1.10557220644504e-07,"activated",127,5,"PRF1; IL10; KLRD1; CD46; KIR3DL1","2; 36; 45; 63; 113","3.151; 1.539; 1.32; 1.069; 0.502","immune; immune; immune; uncharacterised; immune"
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation",1.94093592264818,0.00290167925724757,"activated",24,2,"HLX; CD86","47; 57","1.312; 1.164","uncharacterised; immune"
"GO:0002285","lymphocyte activation involved in immune response",1.94073307956907,1.786605195084e-06,"activated",93,7,"GPR183; IL10; HLX; CD86; CD46; STAT5A; SOCS3","35; 36; 47; 57; 63; 96; 103","1.552; 1.539; 1.312; 1.164; 1.069; 0.63; 0.563","uncharacterised; immune; uncharacterised; immune; uncharacterised; signalling; signalling"
"GO:0051056","regulation of small GTPase mediated signal transduction",1.93671543244479,8.61371131637742e-08,"activated",115,8,"RAF1; RHOU; F11R; AUTS2; KALRN; PLEKHG3; SIPA1L1; DNMBP","21; 66; 97; 98; 106; 117; 135; 161","1.863; 1.041; 0.614; 0.603; 0.536; 0.429; 0.273; 0.111","signalling; uncharacterised; uncharacterised; epigenetic; uncharacterised; uncharacterised; uncharacterised; uncharacterised"
"GO:0002696","positive regulation of leukocyte activation",1.93337011100233,2.36901899141287e-08,"activated",153,7,"IRS2; GPR183; IL10; PRKDC; HLX; CD86; CD46","26; 35; 36; 46; 47; 57; 63","1.728; 1.552; 1.539; 1.313; 1.312; 1.164; 1.069","signalling; uncharacterised; immune; uncharacterised; uncharacterised; immune; uncharacterised"
"GO:0060759","regulation of response to cytokine stimulus",1.929501087505,1.33386001311103e-05,"activated",83,2,"HIF1A; IKBKB","1; 39","3.18; 1.464","signalling; signalling"
"GO:0033673","negative regulation of kinase activity",1.92919476992237,2.14283077184263e-05,"activated",55,2,"TRIB1; IRS2","14; 26","1.991; 1.728","signalling; signalling"
"GO:0034138","toll-like receptor 3 signaling pathway",1.92835426739831,0.00810601046330387,"activated",16,1,"IKBKB","39","1.464","signalling"
"GO:0002287","alpha-beta T cell activation involved in immune response",1.92715080771976,0.000577751898540692,"activated",39,5,"GPR183; HLX; CD86; STAT5A; SOCS3","35; 47; 57; 96; 103","1.552; 1.312; 1.164; 0.63; 0.563","uncharacterised; uncharacterised; immune; signalling; signalling"
"GO:0002293","alpha-beta T cell differentiation involved in immune response",1.92715080771976,0.000577751898540692,"activated",39,5,"GPR183; HLX; CD86; STAT5A; SOCS3","35; 47; 57; 96; 103","1.552; 1.312; 1.164; 0.63; 0.563","uncharacterised; uncharacterised; immune; signalling; signalling"
"GO:0042093","T-helper cell differentiation",1.92683967360537,0.000630717243335399,"activated",38,5,"GPR183; HLX; CD86; STAT5A; SOCS3","35; 47; 57; 96; 103","1.552; 1.312; 1.164; 0.63; 0.563","uncharacterised; uncharacterised; immune; signalling; signalling"
"GO:0140105","interleukin-10-mediated signaling pathway",1.92483328629519,0.00446845150655845,"activated",10,1,"IL10","36","1.539","immune"
"GO:0032623","interleukin-2 production",1.92263774127631,0.00193072523828825,"activated",37,2,"CD86; PDE4B","57; 148","1.164; 0.191","immune; uncharacterised"
"GO:0032663","regulation of interleukin-2 production",1.92263774127631,0.00193072523828825,"activated",37,2,"CD86; PDE4B","57; 148","1.164; 0.191","immune; uncharacterised"
"GO:0050777","negative regulation of immune response",1.92147778592728,1.05483703815216e-05,"activated",84,5,"IL10; KLRD1; HLX; CD46; STAT5A","36; 45; 47; 63; 96","1.539; 1.32; 1.312; 1.069; 0.63","immune; immune; uncharacterised; uncharacterised; signalling"
"GO:0002228","natural killer cell mediated immunity",1.91974724792732,0.000704755937598935,"activated",33,2,"KLRD1; KIR3DL1","45; 113","1.32; 0.502","immune; immune"
"GO:0002699","positive regulation of immune effector process",1.91920043383717,9.16287953773578e-07,"activated",102,5,"IL10; KLRD1; HLX; CD86; CD46","36; 45; 47; 57; 63","1.539; 1.32; 1.312; 1.164; 1.069","immune; immune; uncharacterised; immune; uncharacterised"
"GO:0072538","T-helper 17 type immune response",1.91898437286551,0.00257262867838571,"activated",26,2,"STAT5A; SOCS3","96; 103","0.63; 0.563","signalling; signalling"
"GO:0051251","positive regulation of lymphocyte activation",1.91641048550927,1.24286902605516e-07,"activated",143,7,"IRS2; GPR183; IL10; PRKDC; HLX; CD86; CD46","26; 35; 36; 46; 47; 57; 63","1.728; 1.552; 1.539; 1.313; 1.312; 1.164; 1.069","signalling; uncharacterised; immune; uncharacterised; uncharacterised; immune; uncharacterised"
"GO:0060711","labyrinthine layer development",1.91141995791073,0.00592388619668809,"activated",14,2,"IL10; SOCS3","36; 103","1.539; 0.563","immune; signalling"
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response",1.90805542543625,0.00116153746401991,"activated",38,5,"GPR183; HLX; CD86; STAT5A; SOCS3","35; 47; 57; 96; 103","1.552; 1.312; 1.164; 0.63; 0.563","uncharacterised; uncharacterised; immune; signalling; signalling"
"GO:0071346","cellular response to type II interferon",1.90693293579681,0.000337242775889329,"activated",38,2,"RAF1; FASLG","21; 144","1.863; 0.213","signalling; immune"
"GO:0038095","Fc-epsilon receptor signaling pathway",1.90431763892353,0.0099372778868164,"activated",17,1,"IKBKB","39","1.464","signalling"
"GO:0043367","CD4-positive, alpha-beta T cell differentiation",1.90236063073077,0.000437137146373136,"activated",47,5,"GPR183; HLX; CD86; STAT5A; SOCS3","35; 47; 57; 96; 103","1.552; 1.312; 1.164; 0.63; 0.563","uncharacterised; uncharacterised; immune; signalling; signalling"
"GO:0002443","leukocyte mediated immunity",1.90027480243901,1.16320754716981e-08,"activated",165,8,"PRF1; TREM1; IL10; KLRD1; CD46; SNAP23; KIR3DL1; PTGDR","2; 11; 36; 45; 63; 112; 113; 145","3.151; 2.127; 1.539; 1.32; 1.069; 0.51; 0.502; 0.212","immune; immune; immune; immune; uncharacterised; uncharacterised; immune; uncharacterised"
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I",1.89930809232661,0.00457083450176006,"activated",19,1,"IKBKB","39","1.464","signalling"
"GO:0002697","regulation of immune effector process",1.89263332828807,1.16320754716981e-08,"activated",147,6,"IL10; KLRD1; HLX; CD86; CD46; STAT5A","36; 45; 47; 57; 63; 96","1.539; 1.32; 1.312; 1.164; 1.069; 0.63","immune; immune; uncharacterised; immune; uncharacterised; signalling"
"GO:0019221","cytokine-mediated signaling pathway",1.8898611924338,1.16320754716981e-08,"activated",191,7,"HIF1A; RAF1; RPS6KA5; IL10; IKBKB; STAT5A; SOCS3","1; 21; 23; 36; 39; 96; 103","3.18; 1.863; 1.774; 1.539; 1.464; 0.63; 0.563","signalling; signalling; signalling; immune; signalling; signalling; signalling"
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway",1.88914816483277,6.37375897653224e-05,"activated",77,2,"IKBKB; PRKDC","39; 46","1.464; 1.313","signalling; uncharacterised"
"GO:0046635","positive regulation of alpha-beta T cell activation",1.88684412570368,0.00130337939492238,"activated",38,2,"HLX; CD86","47; 57","1.312; 1.164","uncharacterised; immune"
"GO:0001959","regulation of cytokine-mediated signaling pathway",1.88278759071271,0.000111476107292842,"activated",78,2,"HIF1A; IKBKB","1; 39","3.18; 1.464","signalling; signalling"
"GO:0002698","negative regulation of immune effector process",1.87520903426852,0.000267243697672488,"activated",57,5,"IL10; KLRD1; HLX; CD46; STAT5A","36; 45; 47; 63; 96","1.539; 1.32; 1.312; 1.069; 0.63","immune; immune; uncharacterised; uncharacterised; signalling"
"GO:0002763","positive regulation of myeloid leukocyte differentiation",1.8722052982251,0.00322107290200968,"activated",20,1,"TRIB1","14","1.991","signalling"
"GO:0070266","necroptotic process",1.87058318831364,0.00752261027368375,"activated",20,1,"FASLG","144","0.213","immune"
"GO:0001933","negative regulation of protein phosphorylation",1.87029904715276,4.21532176496164e-05,"activated",74,2,"TRIB1; PRKDC","14; 46","1.991; 1.313","signalling; uncharacterised"
"GO:0006469","negative regulation of protein kinase activity",1.86993123348256,0.00021026442062898,"activated",52,1,"TRIB1","14","1.991","signalling"
"GO:0050870","positive regulation of T cell activation",1.86735000245306,4.03602270934466e-06,"activated",114,3,"HLX; CD86; CD46","47; 57; 63","1.312; 1.164; 1.069","uncharacterised; immune; uncharacterised"
"GO:0070664","negative regulation of leukocyte proliferation",1.85496170745898,0.000830682486920515,"activated",37,2,"IL10; CD86","36; 57","1.539; 1.164","immune; immune"
"GO:0071378","cellular response to growth hormone stimulus",1.85371541433238,0.00835883194343135,"activated",14,1,"STAT5A","96","0.63","signalling"
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation",1.85070927214325,0.00440418910266616,"activated",31,3,"HLX; CD86; STAT5A","47; 57; 96","1.312; 1.164; 0.63","uncharacterised; immune; signalling"
"GO:1902107","positive regulation of leukocyte differentiation",1.8487531545435,5.26338134881674e-05,"activated",75,6,"TRIB1; IL10; PRKDC; HLX; CD86; CD46","14; 36; 46; 47; 57; 63","1.991; 1.539; 1.313; 1.312; 1.164; 1.069","signalling; immune; uncharacterised; uncharacterised; immune; uncharacterised"
"GO:1903708","positive regulation of hemopoiesis",1.8487531545435,5.26338134881674e-05,"activated",75,6,"TRIB1; IL10; PRKDC; HLX; CD86; CD46","14; 36; 46; 47; 57; 63","1.991; 1.539; 1.313; 1.312; 1.164; 1.069","signalling; immune; uncharacterised; uncharacterised; immune; uncharacterised"
"GO:0045622","regulation of T-helper cell differentiation",1.84804591752385,0.00846155431925465,"activated",24,3,"HLX; CD86; STAT5A","47; 57; 96","1.312; 1.164; 0.63","uncharacterised; immune; signalling"
"GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response",1.8457851417453,0.0156496658308939,"activated",9,1,"PPP1R15A","143","0.215","signalling"
"GO:0051249","regulation of lymphocyte activation",1.84359209390833,1.16320754716981e-08,"activated",206,11,"IRS2; GPR183; IL10; KLRD1; PRKDC; HLX; CD86; CD46; TIGIT; MERTK; STAT5A","26; 35; 36; 45; 46; 47; 57; 63; 75; 85; 96","1.728; 1.552; 1.539; 1.32; 1.313; 1.312; 1.164; 1.069; 0.914; 0.811; 0.63","signalling; uncharacterised; immune; immune; uncharacterised; uncharacterised; immune; uncharacterised; immune; immune; signalling"
"GO:0032609","type II interferon production",1.83990757019141,0.000777981241003973,"activated",50,2,"IL10; PDE4B","36; 148","1.539; 0.191","immune; uncharacterised"
"GO:0032649","regulation of type II interferon production",1.83990757019141,0.000777981241003973,"activated",50,2,"IL10; PDE4B","36; 148","1.539; 0.191","immune; uncharacterised"
"GO:0140718","facultative heterochromatin formation",1.83759189732401,0.0160199494869808,"activated",6,1,"JARID2","13","1.994","epigenetic"
"GO:0042267","natural killer cell mediated cytotoxicity",1.83667258944796,0.00373510180670798,"activated",30,2,"KLRD1; KIR3DL1","45; 113","1.32; 0.502","immune; immune"
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation",1.83375150007833,0.0138624835755887,"activated",19,2,"HLX; CD86","47; 57","1.312; 1.164","uncharacterised; immune"
